#X,Acoustic Pressure across Frequency(2)_At Node 3724,Acoustic Pressure across Frequency(2)_At Node 3724
#Frequency(Hz),Pressure(N/mm^2(MPa))_Magnitude,Angle(degrees)_Phase
1190.000000,0.000039,-90.000092
1200.000000,0.000037,-90.000549
1210.000000,0.000035,-90.000531
1220.000000,0.000033,-90.002302
1230.000000,0.000031,-90.002996
1240.000000,0.000030,-90.003834
1250.000000,0.000029,-90.004482
1260.000000,0.000028,-90.005094
1270.000000,0.000027,-90.005687
1280.000000,0.000026,-90.006267
1290.000000,0.000025,-90.006838
1300.000000,0.000024,-90.007405
1310.000000,0.000024,-90.007966
1320.000000,0.000023,-90.008490
1330.000000,0.000023,-89.812075
1340.000000,0.000022,-90.009541
1350.000000,0.000022,-90.010252
1360.000000,0.000022,-90.010880
1370.000000,0.000022,-90.011535
1380.000000,0.000022,-90.012094
1390.000000,0.000022,-90.012729
1400.000000,0.000022,-90.013521
1410.000000,0.000022,-90.014260
1420.000000,0.000022,-90.015045
1430.000000,0.000022,-90.016023
1440.000000,0.000023,-90.016427
1450.000000,0.000023,-90.017762
1460.000000,0.000024,-90.018709
1470.000000,0.000024,-90.019779
1480.000000,0.000025,-90.020955
1490.000000,0.000026,-90.022274
1500.000000,0.000027,-90.023736
1510.000000,0.000028,-90.025378
1520.000000,0.000030,-90.027245
1530.000000,0.000032,-90.029397
1540.000000,0.000034,-90.031915
1550.000000,0.000037,-90.034916
1560.000000,0.000041,-90.038571
1570.000000,0.000046,-90.043147
1580.000000,0.000052,-90.049065
1590.000000,0.000061,-90.057078
1600.000000,0.000074,-90.068592
1610.000000,0.000095,-90.086650
1620.000000,0.000133,-90.119353
1630.000000,0.000223,-90.203529
1640.000000,0.000768,-90.686315
1650.000000,0.000532,-269.537017
1660.000000,0.000194,-269.837684
1670.000000,0.000118,-269.903107
1680.000000,0.000086,-269.917523
1690.000000,0.000066,-269.949305
1700.000000,0.000054,-269.960956
1710.000000,0.000046,-269.968888
1720.000000,0.000040,-269.974704
1730.000000,0.000035,-269.978045
1740.000000,0.000031,-269.982777
1750.000000,0.000028,-269.985966
1760.000000,0.000026,-269.988624
1770.000000,0.000024,-269.990795
1780.000000,0.000022,-269.992989
1790.000000,0.000021,-269.994902
1800.000000,0.000019,-269.996685
1810.000000,0.000018,-269.998363
1820.000000,0.000017,-269.999893
1830.000000,0.000016,-270.000981
1840.000000,0.000015,-269.999990
1850.000000,0.000014,-269.982453
1860.000000,0.000007,-268.276707
1870.000000,0.000025,-273.433556
1880.000000,0.000014,-269.964092
1890.000000,0.000014,-269.980642
1900.000000,0.000013,-269.988045
1910.000000,0.000012,-269.992303
1920.000000,0.000012,-269.995218
1930.000000,0.000011,-269.981052
1940.000000,0.000011,-269.994908
1950.000000,0.000010,-269.999401
1960.000000,0.000009,-270.000521
1970.000000,0.000009,-269.994572
1980.000000,0.000008,-270.000521
1990.000000,0.000007,-270.006955
2000.000000,0.000006,-270.009767


