#X,Acoustic Pressure across Frequency(3)_At Node 3334,Acoustic Pressure across Frequency(3)_At Node 3334
#Frequency(Hz),Angle(degrees)_Phase,Pressure(N/mm^2(MPa))_Magnitude
20.000000,-250.206289,0.000177
30.000000,-256.394086,0.000126
40.000000,-261.972342,0.000099
50.000000,-264.801378,0.000080
60.000000,-267.817234,0.000068
70.000000,-270.115645,0.000059
80.000000,-272.144169,0.000052
90.000000,-274.226100,0.000047
100.000000,-276.003635,0.000042
110.000000,-278.456978,0.000038
120.000000,-280.070513,0.000036
130.000000,-281.605423,0.000033
140.000000,-282.938246,0.000031
150.000000,-283.961652,0.000030
160.000000,-285.855897,0.000028
170.000000,-287.155499,0.000027
180.000000,-288.531779,0.000026
190.000000,-289.867212,0.000025
200.000000,-291.106223,0.000024
210.000000,-292.441654,0.000024
220.000000,-293.605130,0.000023
230.000000,-294.825268,0.000023
240.000000,-296.110191,0.000022
250.000000,-297.484499,0.000022
260.000000,-298.756115,0.000021
270.000000,-299.867239,0.000021
280.000000,-301.150968,0.000021
290.000000,-302.426653,0.000021
300.000000,-303.615801,0.000021
310.000000,-304.928730,0.000021
320.000000,-306.103911,0.000021
330.000000,-307.358023,0.000021
340.000000,-308.555626,0.000021
350.000000,-309.783575,0.000021
360.000000,-311.007646,0.000022
370.000000,-312.246188,0.000022
380.000000,-313.489548,0.000022
390.000000,-314.688450,0.000023
400.000000,-315.910012,0.000023
410.000000,-317.133367,0.000024
420.000000,-318.392390,0.000025
430.000000,-319.622085,0.000025
440.000000,-320.856359,0.000026
450.000000,-322.096600,0.000027
460.000000,-323.337891,0.000028
470.000000,-324.607892,0.000030
480.000000,-325.849130,0.000031
490.000000,-327.123149,0.000032
500.000000,-328.392765,0.000034
510.000000,-329.695516,0.000036
520.000000,-331.002493,0.000039
530.000000,-332.302613,0.000041
540.000000,-333.640832,0.000044
550.000000,-334.980558,0.000048
560.000000,-336.359484,0.000052
570.000000,-337.740843,0.000057
580.000000,-339.122300,0.000063
590.000000,-340.613905,0.000070
600.000000,-342.125367,0.000079
610.000000,-343.653548,0.000089
620.000000,-345.285401,0.000103
630.000000,-347.043831,0.000120
640.000000,-348.998584,0.000145
650.000000,-351.125429,0.000178
660.000000,-353.669505,0.000227
670.000000,-356.793120,0.000302
680.000000,-1.385056,0.000439
690.000000,-10.247100,0.000751
700.000000,-40.942713,0.001816
710.000000,-132.157226,0.001724
720.000000,-157.257617,0.000863
730.000000,-165.628407,0.000586
740.000000,-170.346113,0.000462
750.000000,-173.702008,0.000398
760.000000,-176.638904,0.000363
770.000000,-179.298902,0.000346
780.000000,-181.963018,0.000344
790.000000,-184.800430,0.000357
800.000000,-188.062553,0.000387
810.000000,-192.001670,0.000441
820.000000,-197.600879,0.000541
830.000000,-208.318531,0.000771
840.000000,-235.300128,0.001301
850.000000,-302.804450,0.001397
860.000000,-337.911071,0.000720
870.000000,-350.854116,0.000422
880.000000,-357.337036,0.000286
890.000000,-1.442615,0.000212
900.000000,-4.550579,0.000166
910.000000,-7.171411,0.000133
920.000000,-9.384000,0.000111
930.000000,-11.385329,0.000094
940.000000,-13.191547,0.000081
950.000000,-14.940746,0.000071
960.000000,-16.609520,0.000063
970.000000,-18.190355,0.000056
980.000000,-19.745897,0.000050
990.000000,-21.236951,0.000046
1000.000000,-22.695362,0.000042
1010.000000,-24.177329,0.000038
1020.000000,-25.595494,0.000035
1030.000000,-26.998569,0.000033
1040.000000,-28.392729,0.000031
1050.000000,-29.771063,0.000029
1060.000000,-31.094719,0.000027
1070.000000,-32.457907,0.000025
1080.000000,-33.823905,0.000024
1090.000000,-35.124566,0.000023
1100.000000,-36.476640,0.000022
1110.000000,-37.773288,0.000021
1120.000000,-39.118284,0.000020
1130.000000,-40.410903,0.000019
1140.000000,-41.760266,0.000018
1150.000000,-43.047645,0.000018
1160.000000,-44.334260,0.000017
1170.000000,-45.621168,0.000017
1180.000000,-46.903520,0.000016
1190.000000,-48.191977,0.000016
1200.000000,-49.477337,0.000016
1210.000000,-50.769847,0.000015
